,stress_level,Social_Factors,Academic_Factors,Psychological_Factors,Environmental_Factors,Physiological_Factors,bullying,future_career_concerns,anxiety_level,depression,headache,basic_needs,safety,academic_performance,sleep_quality,self_esteem
34,0,0.0,0.11231230080857035,0.16062739301883064,0.04505122344447332,0.08048672014339223,0.2,0.2,0.3333333333333333,0.1111111111111111,0.2,1.0,1.0,1.0,0.8,0.8333333333333334
35,1,0.3524152084798674,0.5258447628744376,0.3183320496393432,0.44382865746849287,0.2739063769018656,0.4,0.4,0.42857142857142855,0.5185185185185185,0.4,0.6000000000000001,0.6000000000000001,0.4,0.4,0.7333333333333333
36,1,0.35790884010500446,0.4723241462362169,0.364569047694168,0.44771343093171456,0.19341965675847334,0.6000000000000001,0.4,0.5714285714285714,0.5185185185185185,0.4,0.6000000000000001,0.4,0.4,0.6000000000000001,0.7
37,0,0.0,0.05490882614737552,0.19095861698731287,0.1604233886499723,0.06167406878394628,0.2,0.2,0.3333333333333333,0.2962962962962963,0.2,1.0,0.8,1.0,1.0,0.9
38,2,0.8360108422983515,0.8229613898644781,0.8982018867008625,0.8318603417447158,0.7045126748250845,0.8,0.8,1.0,0.7407407407407407,0.6000000000000001,0.2,0.4,0.2,0.2,0.2
39,0,0.0,0.058791684170349634,0.16467706954052308,0.16425488479206263,0.0,0.2,0.2,0.23809523809523808,0.2222222222222222,0.2,0.8,0.8,1.0,1.0,0.8333333333333334
40,0,0.1256867937134798,0.17315575211254813,0.12894362487519537,0.10079491931561202,0.06167406878394628,0.2,0.2,0.23809523809523808,0.2222222222222222,0.2,1.0,1.0,0.8,1.0,0.9666666666666667
41,0,0.06294753664874045,0.11231230080857035,0.09947636503598084,0.1604233886499723,0.08048672014339223,0.2,0.2,0.38095238095238093,0.0,0.2,1.0,0.8,1.0,0.8,1.0
42,0,0.1256867937134798,0.001388209509154803,0.058513807648951865,0.20930610823653595,0.0,0.2,0.2,0.047619047619047616,0.07407407407407407,0.2,1.0,0.8,1.0,1.0,0.9
43,2,0.8360108422983515,0.7085973219222794,0.8079743549019545,0.7311186997502352,0.7045126748250845,0.8,0.8,0.9047619047619047,0.5925925925925926,0.6000000000000001,0.2,0.2,0.4,0.2,0.3
44,2,0.898958378947092,0.7138683894544082,0.8607405137769991,0.7234024301449231,0.8428500117328194,0.8,1.0,0.7142857142857142,0.8148148148148148,0.8,0.4,0.4,0.4,0.2,0.13333333333333333
45,0,0.1256867937134798,0.17315575211254813,0.04694322614872204,0.10462641545770224,0.06167406878394628,0.2,0.2,0.14285714285714285,0.037037037037037035,0.2,0.8,1.0,0.8,1.0,1.0
46,2,0.7732715852336123,0.7655579152032832,0.9854767260951315,0.7272339262870136,0.9045240805167656,0.8,0.8,0.9047619047619047,1.0,0.8,0.2,0.4,0.2,0.2,0.03333333333333333
47,0,0.0,0.17315575211254813,0.18131902772708364,0.04505122344447332,0.1421607889273385,0.2,0.2,0.3333333333333333,0.25925925925925924,0.2,1.0,1.0,0.8,0.8,0.9
48,1,0.3524152084798674,0.4167517624643678,0.5737613882707765,0.5630323188160823,0.3972545144697581,0.4,0.6000000000000001,0.5714285714285714,0.37037037037037035,0.4,0.4,0.4,0.6000000000000001,0.4,0.6333333333333333
49,0,0.1256867937134798,0.11575227745135341,0.09916089296523986,0.10467969277883371,0.06167406878394628,0.2,0.2,0.09523809523809523,0.14814814814814814,0.2,1.0,0.8,0.8,1.0,0.8666666666666667
50,0,0.1256867937134798,0.06223166081313264,0.17447439483612276,0.09393394303103697,0.08048672014339223,0.2,0.2,0.38095238095238093,0.18518518518518517,0.2,1.0,1.0,0.8,0.8,0.9
51,1,0.48359563381848436,0.47759521376834563,0.3843667622668324,0.4369676811839179,0.27008292488226193,0.6000000000000001,0.6000000000000001,0.47619047619047616,0.5185185185185185,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0.6000000000000001,0.5333333333333333
52,0,0.1256867937134798,0.05490882614737552,0.0835406349433176,0.10467969277883371,0.1421607889273385,0.2,0.2,0.2857142857142857,0.0,0.2,1.0,0.8,1.0,0.8,0.9666666666666667
53,2,0.9044520105722292,0.6511938472610848,0.9476245971481119,0.8357451152079375,0.9195132798566079,1.0,0.8,0.9047619047619047,0.8888888888888888,1.0,0.2,0.2,0.4,0.2,0.06666666666666667
54,1,0.35790884010500446,0.47027237910258857,0.34949728173077244,0.5630323188160823,0.19341965675847334,0.6000000000000001,0.6000000000000001,0.6190476190476191,0.48148148148148145,0.4,0.4,0.4,0.6000000000000001,0.6000000000000001,0.7666666666666666
55,1,0.2568672190520967,0.5258447628744376,0.33021810321031403,0.44382865746849287,0.3505696450256542,0.4,0.4,0.6190476190476191,0.4074074074074074,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0.4,0.7666666666666666
56,1,0.2568672190520967,0.41148069493223904,0.5923343386973376,0.5072886229449436,0.3972545144697581,0.4,0.4,0.5714285714285714,0.4074074074074074,0.4,0.4,0.4,0.6000000000000001,0.4,0.6
57,0,0.06273925706473936,0.001388209509154803,0.16554103366979084,0.21313760437862617,0.06167406878394628,0.2,0.2,0.38095238095238093,0.18518518518518517,0.2,0.8,0.8,1.0,1.0,0.9333333333333333
58,0,0.0,0.11575227745135341,0.0779507222047808,0.21313760437862617,0.1421607889273385,0.2,0.2,0.19047619047619047,0.07407407407407407,0.2,0.8,0.8,0.8,0.8,0.9666666666666667
59,0,0.06294753664874045,0.05490882614737552,0.12473621231813237,0.10467969277883371,0.1421607889273385,0.2,0.2,0.19047619047619047,0.18518518518518517,0.2,1.0,0.8,1.0,0.8,0.9
60,0,0.1256867937134798,0.058791684170349634,0.06760490485065429,0.16425488479206263,0.1421607889273385,0.2,0.2,0.19047619047619047,0.0,0.2,0.8,0.8,1.0,0.8,0.9333333333333333
61,1,0.6997533445025998,0.7898003914700912,0.3575728800076329,0.10467969277883371,0.7700101956286345,0.4,1.0,0.38095238095238093,0.07407407407407407,0.4,1.0,0.8,0.0,0.0,0.9666666666666667
62,0,0.06294753664874045,0.11963513547432741,0.07374330964771783,0.09393394303103697,0.08048672014339223,0.2,0.2,0.14285714285714285,0.037037037037037035,0.2,1.0,1.0,0.8,0.8,0.9
63,1,0.3251001077419732,0.5311158304065664,0.5380279436054487,0.44766015361058326,0.3505696450256542,0.6000000000000001,0.6000000000000001,0.5714285714285714,0.37037037037037035,0.6000000000000001,0.4,0.6000000000000001,0.4,0.4,0.7666666666666666
64,0,0.4761114169815367,0.605438946668812,0.8843249288772494,0.5660085216374356,0.2759241274480425,0.2,0.8,1.0,0.48148148148148145,0.0,0.4,0.6000000000000001,0.4,1.0,0.0
65,0,0.06294753664874045,0.05490882614737552,0.13575830175983544,0.20930610823653595,0.1421607889273385,0.2,0.2,0.23809523809523808,0.1111111111111111,0.2,1.0,0.8,1.0,0.8,0.8333333333333334
66,2,0.9042437309882281,0.767389006092629,0.741233414180568,0.7761699231947085,0.8428500117328194,1.0,1.0,0.8571428571428571,0.5555555555555556,0.8,0.4,0.2,0.4,0.2,0.4666666666666667
67,1,0.25665893946809565,0.407597836909265,0.3039365557635242,0.4965961505182782,0.3167677943263659,0.4,0.4,0.5238095238095237,0.3333333333333333,0.4,0.6000000000000001,0.4,0.6000000000000001,0.6000000000000001,0.7
68,1,0.2621525710932327,0.5258447628744376,0.5255933979759512,0.44382865746849287,0.3505696450256542,0.6000000000000001,0.4,0.5238095238095237,0.37037037037037035,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0.4,0.7666666666666666
69,1,0.5115355733083818,0.6569077961734044,0.22168059697895146,0.38127726263391054,0.46687596641451146,0.4,1.0,0.047619047619047616,0.6666666666666666,0.4,0.8,0.4,0.6000000000000001,0.6000000000000001,0.8666666666666667
70,0,0.0,0.058791684170349634,0.06217272814748806,0.10462641545770224,0.06167406878394628,0.2,0.2,0.23809523809523808,0.0,0.2,0.8,1.0,1.0,1.0,1.0
71,2,0.7732715852336123,0.7582350805375262,0.8467204039845626,0.6714902304158749,0.8578392110726616,0.8,0.8,1.0,0.8518518518518519,1.0,0.2,0.4,0.4,0.2,0.5
72,0,0.1256867937134798,0.058791684170349634,0.09916089296523986,0.10462641545770224,0.1421607889273385,0.2,0.2,0.09523809523809523,0.14814814814814814,0.2,0.8,1.0,1.0,0.8,0.8666666666666667
73,0,0.06273925706473936,0.058791684170349634,0.06747712482160462,0.09393394303103697,0.1421607889273385,0.2,0.2,0.0,0.25925925925925924,0.2,1.0,1.0,1.0,0.8,1.0
74,2,0.8360108422983515,0.7655579152032832,0.8892685255345306,0.7234024301449231,0.8428500117328194,0.8,0.8,1.0,0.7407407407407407,0.8,0.4,0.4,0.2,0.2,0.23333333333333334
75,2,0.898958378947092,0.9391565486960223,0.9152346009105793,0.8318603417447158,0.8578392110726616,0.8,1.0,0.8095238095238095,0.9629629629629629,1.0,0.2,0.4,0.2,0.2,0.16666666666666666
76,2,0.898958378947092,0.7582350805375262,0.8947007022376968,0.6607977579892095,0.7661867436090309,0.8,0.8,0.9523809523809523,0.7407407407407407,0.6000000000000001,0.4,0.4,0.4,0.2,0.16666666666666666
77,0,0.06273925706473936,0.06223166081313264,0.06956585309697569,0.15356241236539725,0.06167406878394628,0.2,0.2,0.047619047619047616,0.18518518518518517,0.2,1.0,0.8,0.8,1.0,0.9666666666666667
78,1,0.3526234880638685,0.407597836909265,0.6233418347533966,0.4369676811839179,0.4739177825935467,0.4,0.4,0.6190476190476191,0.4444444444444444,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0.5666666666666667
79,2,0.7732715852336123,0.767389006092629,0.8272834894287338,0.8426060914925125,0.7045126748250845,0.8,1.0,0.8571428571428571,0.8518518518518519,0.6000000000000001,0.2,0.2,0.4,0.2,0.43333333333333335
80,0,0.1256867937134798,0.06223166081313264,0.1336695734844643,0.16037011132884105,0.06167406878394628,0.2,0.2,0.19047619047619047,0.18518518518518517,0.2,0.8,1.0,0.8,1.0,0.8666666666666667
81,1,0.4153627451286079,0.5311158304065664,0.5571493860905368,0.4965961505182782,0.3972545144697581,0.4,0.6000000000000001,0.42857142857142855,0.5185185185185185,0.4,0.6000000000000001,0.4,0.4,0.4,0.7
82,2,0.9044520105722292,0.8282324573966068,0.7391446859051969,0.7722851497314868,0.8578392110726616,1.0,1.0,0.8095238095238095,0.6296296296296295,1.0,0.4,0.4,0.2,0.2,0.5
83,0,0.1256867937134798,0.17315575211254813,0.11285015874716156,0.09393394303103697,0.1421607889273385,0.2,0.2,0.0,0.2962962962962963,0.2,1.0,1.0,0.8,0.8,0.8666666666666667
84,1,0.2568672190520967,0.47415523712556257,0.4113245818011987,0.5522865690682855,0.27008292488226193,0.4,0.6000000000000001,0.6190476190476191,0.4444444444444444,0.6000000000000001,0.4,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.5
85,1,0.4206480971697439,0.35407722027104427,0.5235046697005801,0.5523398463894169,0.4739177825935467,0.6000000000000001,0.4,0.47619047619047616,0.4444444444444444,0.6000000000000001,0.6000000000000001,0.4,0.6000000000000001,0.4,0.8
86,1,0.3251001077419732,0.5349986884295405,0.5096576678832879,0.5034571268028531,0.19341965675847334,0.6000000000000001,0.6000000000000001,0.42857142857142855,0.37037037037037035,0.4,0.6000000000000001,0.4,0.4,0.6000000000000001,0.7333333333333333
87,2,0.9044520105722292,0.8817530740348276,0.884903376942097,0.7830308994792835,0.8428500117328194,1.0,1.0,0.8095238095238095,0.7777777777777777,0.8,0.4,0.2,0.2,0.2,0.1
88,1,0.3251001077419732,0.5311158304065664,0.3692949963034369,0.4369676811839179,0.27008292488226193,0.6000000000000001,0.6000000000000001,0.5238095238095237,0.48148148148148145,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0.6000000000000001,0.6
89,2,0.8360108422983515,0.8856359320578016,0.775584358664422,0.7272872036081448,0.9045240805167656,0.8,1.0,0.8095238095238095,0.6666666666666666,0.8,0.4,0.2,0.2,0.2,0.4
90,1,0.48359563381848436,0.5311158304065664,0.5653765191629714,0.4965961505182782,0.4739177825935467,0.6000000000000001,0.6000000000000001,0.42857142857142855,0.48148148148148145,0.6000000000000001,0.6000000000000001,0.4,0.4,0.4,0.6333333333333333
91,2,0.898958378947092,0.819078531841504,0.7720831742012563,0.8426060914925125,0.8428500117328194,0.8,0.8,0.7619047619047619,0.6666666666666666,0.8,0.2,0.2,0.2,0.2,0.36666666666666664
92,2,0.8360108422983515,0.8247924807538237,0.911154968382566,0.6714902304158749,0.9811873486405541,0.8,1.0,0.9523809523809523,0.6666666666666666,1.0,0.2,0.4,0.4,0.2,0.03333333333333333
93,2,0.06054039226892777,0.6525820567702394,0.587480610059019,0.3361194845471746,0.5059139318194081,0.0,1.0,0.42857142857142855,0.7037037037037037,0.6000000000000001,0.2,0.8,0.4,1.0,0.7666666666666666
94,0,0.38014686838576384,0.629446019508096,0.8094321390358437,0.4936732250180561,0.6592404680669852,0.2,0.4,0.38095238095238093,0.8148148148148148,1.0,0.8,0.0,0.6000000000000001,1.0,0.0
95,1,0.6068752831521514,0.6278371337546587,0.7776431309334723,0.748725425782607,0.4518867670746692,0.4,0.6000000000000001,0.9047619047619047,0.4074074074074074,0.2,0.2,0.0,1.0,0.6000000000000001,0.23333333333333334
96,2,0.8415044739234888,0.8856359320578016,0.7424881343329921,0.7204262273235698,0.7045126748250845,1.0,1.0,0.7142857142857142,0.7037037037037037,0.6000000000000001,0.4,0.2,0.2,0.2,0.4666666666666667
97,2,0.9044520105722292,0.6511938472610848,0.8684491107972278,0.7204262273235698,0.781175942948873,1.0,0.8,0.8095238095238095,0.8518518518518519,0.8,0.4,0.2,0.4,0.2,0.23333333333333334
98,0,0.0,0.001388209509154803,0.11104694653621067,0.16037011132884105,0.0,0.2,0.2,0.2857142857142857,0.037037037037037035,0.2,0.8,1.0,1.0,1.0,0.9
99,1,0.4206480971697439,0.407597836909265,0.5296430744976437,0.5630323188160823,0.39343106245015447,0.6000000000000001,0.4,0.42857142857142855,0.48148148148148145,0.6000000000000001,0.4,0.4,0.6000000000000001,0.6000000000000001,0.7666666666666666
100,1,0.6645374677597559,0.6017767648901206,0.6149208083994743,0.40654698095046304,0.18637784057943813,0.2,0.4,0.6190476190476191,0.8148148148148148,0.2,0.4,0.2,0.0,0.8,0.1
101,1,0.3449309916429198,0.23583029430587168,0.7019626278059576,0.4300001502570801,0.29473677880748844,0.0,0.4,0.9523809523809523,0.8148148148148148,0.0,0.2,1.0,0.8,0.8,0.1
102,1,0.19391968240335625,0.4167517624643678,0.37822835746976885,0.3880849615973542,0.4739177825935467,0.4,0.6000000000000001,0.5238095238095237,0.48148148148148145,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,0.5666666666666667
103,1,0.4153627451286079,0.4723241462362169,0.6287740114565628,0.44766015361058326,0.3972545144697581,0.4,0.4,0.5714285714285714,0.4444444444444444,0.4,0.4,0.6000000000000001,0.4,0.4,0.5
104,0,0.0,0.06223166081313264,0.11371412287642935,0.10462641545770224,0.08048672014339223,0.2,0.2,0.14285714285714285,0.25925925925925924,0.2,0.8,1.0,0.8,0.8,0.9666666666666667
105,0,0.0,0.17315575211254813,0.15448898822176704,0.10079491931561202,0.06167406878394628,0.2,0.2,0.38095238095238093,0.07407407407407407,0.2,1.0,1.0,0.8,1.0,0.8666666666666667
106,2,0.8362191218823527,0.8321153154195808,0.8961431144318122,0.7165414538603481,0.7045126748250845,0.8,1.0,0.9047619047619047,1.0,0.6000000000000001,0.4,0.4,0.2,0.2,0.36666666666666664
107,0,0.06294753664874045,0.17315575211254813,0.06480994848138591,0.10079491931561202,0.08048672014339223,0.2,0.2,0.14285714285714285,0.037037037037037035,0.2,1.0,1.0,0.8,0.8,0.9333333333333333
108,2,0.898958378947092,0.8783130973920446,0.8574270213555247,0.8357451152079375,0.7045126748250845,0.8,1.0,0.7619047619047619,0.9259259259259258,0.6000000000000001,0.2,0.2,0.4,0.2,0.3
109,2,0.9044520105722292,0.6511938472610848,0.8235946129238769,0.6676587342737845,0.7045126748250845,1.0,0.8,0.7142857142857142,0.7407407407407407,0.6000000000000001,0.4,0.4,0.4,0.2,0.2
110,0,0.06273925706473936,0.058791684170349634,0.08884503161743415,0.04505122344447332,0.0,0.2,0.2,0.047619047619047616,0.25925925925925924,0.2,1.0,1.0,1.0,1.0,0.9666666666666667
111,2,0.9044520105722292,0.771271864115603,0.8566908372553067,0.7234024301449231,0.8278608123929772,1.0,1.0,0.8095238095238095,0.7037037037037037,0.6000000000000001,0.4,0.4,0.4,0.2,0.13333333333333333
112,0,0.06273925706473936,0.06223166081313264,0.16608952572831767,0.1604233886499723,0.08048672014339223,0.2,0.2,0.23809523809523808,0.2962962962962963,0.2,1.0,0.8,0.8,0.8,0.9
113,1,0.35790884010500446,0.5311158304065664,0.29082573804645007,0.5523398463894169,0.3972545144697581,0.6000000000000001,0.6000000000000001,0.42857142857142855,0.48148148148148145,0.4,0.6000000000000001,0.4,0.4,0.4,0.8
114,2,0.19172081760754467,0.5958421397335183,0.49950871327083013,0.2345758265530884,0.3564108475914347,0.2,0.6000000000000001,0.14285714285714285,0.8148148148148148,0.0,0.6000000000000001,0.6000000000000001,0.2,0.8,0.06666666666666667
115,2,0.7732715852336123,0.8764820065026988,0.8623406620064851,0.6676587342737845,0.8428500117328194,0.8,0.8,0.8095238095238095,1.0,0.8,0.4,0.4,0.2,0.2,0.4
116,1,0.48359563381848436,0.5885193050677612,0.5876083900880688,0.5561713425315071,0.39343106245015447,0.6000000000000001,0.6000000000000001,0.6190476190476191,0.4444444444444444,0.6000000000000001,0.4,0.4,0.4,0.6000000000000001,0.7
117,2,0.9671912676369685,0.7747118407583862,0.8354806664948475,0.7830308994792835,0.9195132798566079,1.0,1.0,0.9047619047619047,0.6296296296296295,1.0,0.4,0.2,0.2,0.2,0.23333333333333334
118,2,0.8415044739234888,0.8783130973920446,0.8815898845206227,0.7761166458735771,0.9195132798566079,1.0,1.0,0.8571428571428571,0.8888888888888888,1.0,0.2,0.4,0.4,0.2,0.26666666666666666
119,1,0.3248918281579721,0.4149206715750221,0.2804799206923236,0.5034571268028531,0.3972545144697581,0.6000000000000001,0.4,0.42857142857142855,0.4074074074074074,0.4,0.6000000000000001,0.4,0.4,0.4,0.7666666666666666
120,0,0.1256867937134798,0.058791684170349634,0.09247399610964951,0.26888130024976487,0.1421607889273385,0.2,0.2,0.2857142857142857,0.0,0.2,0.8,0.8,1.0,0.8,0.9333333333333333
121,2,0.8415044739234888,0.8856359320578016,0.8952192382899028,0.6607977579892095,0.8578392110726616,1.0,1.0,0.8571428571428571,0.6666666666666666,1.0,0.4,0.4,0.2,0.2,0.0
122,0,0.06294753664874045,0.06223166081313264,0.173091894654649,0.16037011132884105,0.1421607889273385,0.2,0.2,0.3333333333333333,0.2962962962962963,0.2,0.8,1.0,0.8,0.8,0.9666666666666667
123,1,0.35790884010500446,0.5349986884295405,0.537163979476181,0.5523398463894169,0.39343106245015447,0.6000000000000001,0.6000000000000001,0.42857142857142855,0.4074074074074074,0.6000000000000001,0.6000000000000001,0.4,0.4,0.6000000000000001,0.6666666666666666
124,1,0.42085637675374493,0.47759521376834563,0.6158209297748591,0.5034038494817219,0.3505696450256542,0.6000000000000001,0.6000000000000001,0.6190476190476191,0.5185185185185185,0.6000000000000001,0.4,0.6000000000000001,0.4,0.4,0.6666666666666666
125,0,0.5742748303731211,0.34148331807315846,0.419160958850477,0.4056384103085947,0.23306271002354217,0.4,0.2,0.9047619047619047,0.2222222222222222,0.0,0.4,0.6000000000000001,0.8,0.8,0.5333333333333333
126,1,0.4153627451286079,0.4167517624643678,0.6604877356065189,0.49271137705505647,0.39343106245015447,0.4,0.6000000000000001,0.6190476190476191,0.5185185185185185,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.5
127,0,0.1256867937134798,0.17315575211254813,0.12961989696277185,0.09393394303103697,0.08048672014339223,0.2,0.2,0.2857142857142857,0.07407407407407407,0.2,1.0,1.0,0.8,0.8,0.8666666666666667
128,2,0.38564050001090094,0.4572355955245117,0.675553300330118,0.6149977958662619,0.6052133033222463,0.4,0.4,0.6666666666666666,1.0,0.6000000000000001,0.8,0.2,0.6000000000000001,0.6000000000000001,0.1
